Source,Target
81439173,1264319
81439173,71422989
81439173,911883
81439173,7394770
81439173,3113836
81439173,47611119
81439173,49597193
81439173,93379652
81439173,39512984
81439173,19355597
81439173,71594310
81439173,24484270
1264319,71422989
1264319,911883
1264319,35726888
1264319,10045474
1264319,49597193
1264319,93379652
1264319,71594310
1264319,98978921
1264319,98095162
71422989,911883
71422989,35726888
71422989,14532163
71422989,7394770
71422989,10045474
71422989,3113836
71422989,47611119
71422989,49597193
71422989,93379652
71422989,39512984
71422989,19355597
71422989,71594310
71422989,98978921
71422989,24484270
71422989,98095162
911883,35726888
911883,14532163
911883,7394770
911883,10045474
911883,3113836
911883,47611119
911883,49597193
911883,93379652
911883,39512984
911883,19355597
911883,71594310
911883,24484270
911883,98095162
35726888,7394770
35726888,3113836
35726888,47611119
35726888,49597193
35726888,93379652
35726888,39512984
35726888,19355597
35726888,71594310
35726888,98978921
35726888,24484270
35726888,98095162
14532163,49597193
14532163,93379652
7394770,10045474
7394770,49597193
7394770,93379652
7394770,71594310
7394770,98978921
7394770,98095162
10045474,3113836
10045474,47611119
10045474,49597193
10045474,93379652
10045474,39512984
10045474,19355597
10045474,24484270
10045474,98095162
3113836,49597193
3113836,93379652
3113836,71594310
3113836,98978921
3113836,98095162
47611119,49597193
47611119,93379652
47611119,71594310
47611119,98978921
47611119,98095162
49597193,93379652
49597193,39512984
49597193,19355597
49597193,71594310
49597193,98978921
49597193,24484270
49597193,98095162
93379652,39512984
93379652,19355597
93379652,71594310
93379652,98978921
93379652,24484270
93379652,98095162
39512984,71594310
39512984,98978921
39512984,98095162
19355597,71594310
19355597,98978921
19355597,98095162
71594310,98978921
71594310,24484270
71594310,98095162
98978921,24484270
98978921,98095162
24484270,98095162
27204311,14124483
27204311,9411399
27204311,18094166
27204311,37780349
27204311,13650422
27204311,40044918
27204311,63362460
27204311,59392529
27204311,45195443
27204311,50720316
27204311,27780618
27204311,16605586
27204311,22865492
27204311,8949584
27204311,45906428
27204311,24094653
27204311,21143940
27204311,86165817
27204311,90579153
27204311,59642500
27204311,22093873
27204311,29095552
27204311,40854197
27204311,46759931
27204311,22908820
27204311,58481572
27204311,30757127
27204311,63813056
27204311,1948619
27204311,58004362
14124483,45195443
14124483,16605586
14124483,94145021
14124483,81439173
14124483,65681983
14124483,10045474
14124483,22093873
9411399,45195443
9411399,16605586
9411399,94145021
9411399,81439173
9411399,65681983
9411399,10045474
9411399,22093873
18094166,45195443
18094166,16605586
18094166,94145021
18094166,81439173
18094166,65681983
18094166,10045474
18094166,22093873
37780349,45195443
37780349,16605586
37780349,94145021
37780349,81439173
37780349,65681983
37780349,10045474
37780349,22093873
37780349,46759931
13650422,45195443
13650422,16605586
13650422,94145021
13650422,81439173
13650422,65681983
13650422,10045474
13650422,22093873
40044918,45195443
40044918,16605586
40044918,94145021
40044918,81439173
40044918,65681983
40044918,10045474
40044918,22093873
40044918,46759931
63362460,45195443
63362460,16605586
63362460,94145021
63362460,81439173
63362460,65681983
63362460,10045474
63362460,22093873
63362460,46759931
59392529,45195443
59392529,16605586
59392529,94145021
59392529,81439173
59392529,65681983
59392529,10045474
59392529,22093873
45195443,50720316
45195443,27780618
45195443,16605586
45195443,22865492
45195443,14558127
45195443,23434538
45195443,94145021
45195443,8949584
45195443,81439173
45195443,45906428
45195443,24094653
45195443,32807846
45195443,24224830
45195443,65681983
45195443,21143940
45195443,10045474
45195443,86165817
45195443,90579153
45195443,59642500
45195443,22093873
45195443,29095552
45195443,40854197
45195443,46759931
45195443,22908820
45195443,58481572
45195443,30757127
45195443,63813056
45195443,1948619
45195443,58004362
50720316,16605586
50720316,94145021
50720316,81439173
50720316,65681983
50720316,10045474
50720316,22093873
27780618,16605586
27780618,94145021
27780618,81439173
27780618,65681983
27780618,10045474
27780618,22093873
16605586,22865492
16605586,14558127
16605586,23434538
16605586,94145021
16605586,8949584
16605586,81439173
16605586,45906428
16605586,24094653
16605586,32807846
16605586,24224830
16605586,65681983
16605586,21143940
16605586,10045474
16605586,86165817
16605586,90579153
16605586,59642500
16605586,22093873
16605586,29095552
16605586,40854197
16605586,46759931
16605586,22908820
16605586,58481572
16605586,30757127
16605586,63813056
16605586,1948619
16605586,58004362
22865492,94145021
22865492,81439173
22865492,65681983
22865492,10045474
22865492,22093873
14558127,22093873
14558127,46759931
23434538,22093873
94145021,8949584
94145021,45906428
94145021,24094653
94145021,21143940
94145021,86165817
94145021,90579153
94145021,59642500
94145021,22093873
94145021,29095552
94145021,40854197
94145021,46759931
94145021,22908820
94145021,58481572
94145021,30757127
94145021,63813056
94145021,1948619
94145021,58004362
8949584,81439173
8949584,65681983
8949584,10045474
8949584,22093873
81439173,45906428
81439173,21143940
81439173,86165817
81439173,90579153
81439173,59642500
81439173,22093873
81439173,29095552
81439173,40854197
81439173,46759931
81439173,22908820
81439173,58481572
81439173,30757127
81439173,63813056
81439173,1948619
81439173,58004362
45906428,65681983
45906428,10045474
45906428,22093873
24094653,22093873
24094653,46759931
32807846,22093873
24224830,22093873
65681983,21143940
65681983,86165817
65681983,90579153
65681983,59642500
65681983,22093873
65681983,29095552
65681983,40854197
65681983,46759931
65681983,22908820
65681983,58481572
65681983,30757127
65681983,63813056
65681983,1948619
65681983,58004362
21143940,10045474
21143940,22093873
10045474,86165817
10045474,90579153
10045474,59642500
10045474,22093873
10045474,29095552
10045474,40854197
10045474,46759931
10045474,22908820
10045474,58481572
10045474,30757127
10045474,63813056
10045474,1948619
10045474,58004362
86165817,22093873
90579153,22093873
59642500,22093873
22093873,29095552
22093873,40854197
22093873,46759931
22093873,22908820
22093873,58481572
22093873,30757127
22093873,63813056
22093873,1948619
22093873,58004362
31786629,97268402
31786629,18144507
31786629,75500286
31786629,21044178
31786629,65741786
31786629,38342335
31786629,4280258
55591586,97268402
55591586,18144507
55591586,75500286
55591586,24224830
55591586,21044178
55591586,65741786
55591586,2857636
55591586,38342335
55591586,4280258
55591586,86066372
29596581,97268402
29596581,18144507
29596581,75500286
29596581,24224830
29596581,21044178
29596581,65741786
29596581,2857636
29596581,38342335
29596581,4280258
29596581,86066372
83107873,97268402
83107873,18144507
83107873,75500286
83107873,24224830
83107873,21044178
83107873,65741786
83107873,2857636
83107873,38342335
83107873,4280258
83107873,86066372
56713174,97268402
56713174,18144507
56713174,75500286
56713174,24224830
56713174,21044178
56713174,65741786
56713174,2857636
56713174,38342335
56713174,4280258
56713174,86066372
20318029,97268402
20318029,18144507
20318029,75500286
20318029,24224830
20318029,21044178
20318029,65741786
20318029,2857636
20318029,38342335
20318029,4280258
20318029,86066372
97268402,92998610
97268402,44586426
97268402,95238394
97268402,75500286
97268402,15291624
97268402,41685633
97268402,9653271
97268402,38406364
23434538,75500286
92998610,18144507
92998610,75500286
92998610,24224830
92998610,21044178
92998610,65741786
92998610,2857636
92998610,38342335
92998610,4280258
92998610,86066372
44586426,18144507
44586426,75500286
44586426,24224830
44586426,21044178
44586426,65741786
44586426,2857636
44586426,38342335
44586426,4280258
44586426,86066372
61901281,18144507
61901281,75500286
61901281,21044178
61901281,2857636
99234526,18144507
99234526,75500286
99234526,21044178
99234526,2857636
90488465,18144507
90488465,75500286
90488465,21044178
90488465,65741786
90488465,2857636
90488465,38342335
95238394,18144507
95238394,75500286
95238394,21044178
95238394,4280258
18144507,75500286
18144507,1845204
18144507,99266988
18144507,15291624
18144507,41685633
18144507,9653271
18144507,38406364
75500286,1845204
75500286,1475311
75500286,99266988
75500286,24224830
75500286,15291624
75500286,41685633
75500286,9653271
75500286,21044178
75500286,38406364
75500286,65741786
75500286,70369116
75500286,2857636
75500286,38342335
75500286,4280258
75500286,86066372
1845204,21044178
1475311,21044178
99266988,21044178
99266988,2857636
24224830,41685633
24224830,9653271
24224830,38406364
15291624,21044178
41685633,21044178
41685633,65741786
41685633,2857636
41685633,38342335
41685633,4280258
41685633,86066372
9653271,21044178
9653271,65741786
9653271,2857636
9653271,38342335
9653271,4280258
9653271,86066372
21044178,38406364
21044178,70369116
38406364,65741786
38406364,2857636
38406364,38342335
38406364,4280258
38406364,86066372
30270176,20137754
30270176,3775068
30270176,4998619
30270176,15610297
30270176,41114306
30270176,40392714
30270176,23434538
30270176,423585
30270176,35058588
30270176,1218214
30270176,9659580
30270176,2434862
30270176,34325937
30270176,35726888
30270176,58577036
30270176,43040603
30270176,12580477
30270176,7614732
30270176,72664875
30270176,38342335
30270176,2857636
30270176,86066372
30270176,90448279
30270176,90590303
30270176,41999284
30270176,51735257
30270176,31437713
30270176,84013237
30270176,39317553
30270176,48608796
30270176,70369116
30270176,72336818
30270176,54366836
20137754,3775068
20137754,4998619
20137754,15610297
20137754,41114306
20137754,40392714
20137754,23434538
20137754,423585
20137754,35058588
20137754,1218214
20137754,9659580
20137754,2434862
20137754,34325937
20137754,35726888
20137754,58577036
20137754,43040603
20137754,12580477
20137754,7614732
20137754,72664875
20137754,38342335
20137754,2857636
20137754,86066372
20137754,90448279
20137754,90590303
20137754,41999284
20137754,51735257
20137754,31437713
20137754,84013237
20137754,39317553
20137754,48608796
20137754,70369116
20137754,72336818
20137754,54366836
3775068,4998619
3775068,15610297
3775068,41114306
3775068,40392714
3775068,23434538
3775068,423585
3775068,35058588
3775068,1218214
3775068,9659580
3775068,2434862
3775068,34325937
3775068,35726888
3775068,58577036
3775068,43040603
3775068,12580477
3775068,7614732
3775068,72664875
3775068,38342335
3775068,2857636
3775068,86066372
3775068,90448279
3775068,90590303
3775068,41999284
3775068,51735257
3775068,31437713
3775068,84013237
3775068,39317553
3775068,48608796
3775068,70369116
3775068,72336818
3775068,54366836
4998619,15610297
4998619,41114306
4998619,40392714
4998619,23434538
4998619,423585
4998619,35058588
4998619,1218214
4998619,9659580
4998619,2434862
4998619,34325937
4998619,35726888
4998619,58577036
4998619,43040603
4998619,12580477
4998619,7614732
4998619,72664875
4998619,38342335
4998619,2857636
4998619,86066372
4998619,90448279
4998619,90590303
4998619,41999284
4998619,51735257
4998619,31437713
4998619,84013237
4998619,39317553
4998619,48608796
4998619,70369116
4998619,72336818
4998619,54366836
15610297,41114306
15610297,40392714
15610297,23434538
15610297,423585
15610297,35058588
15610297,1218214
15610297,9659580
15610297,2434862
15610297,34325937
15610297,35726888
15610297,58577036
15610297,43040603
15610297,12580477
15610297,7614732
15610297,72664875
15610297,38342335
15610297,2857636
15610297,86066372
15610297,90448279
15610297,90590303
15610297,41999284
15610297,51735257
15610297,31437713
15610297,84013237
15610297,39317553
15610297,48608796
15610297,70369116
15610297,72336818
15610297,54366836
41114306,40392714
41114306,23434538
41114306,423585
41114306,35058588
41114306,1218214
41114306,9659580
41114306,2434862
41114306,34325937
41114306,35726888
41114306,58577036
41114306,43040603
41114306,12580477
41114306,7614732
41114306,72664875
41114306,38342335
41114306,2857636
41114306,86066372
41114306,90448279
41114306,90590303
41114306,41999284
41114306,51735257
41114306,31437713
41114306,84013237
41114306,39317553
41114306,48608796
41114306,70369116
41114306,72336818
41114306,54366836
40392714,23434538
40392714,423585
40392714,35058588
40392714,1218214
40392714,9659580
40392714,2434862
40392714,34325937
40392714,35726888
40392714,58577036
40392714,43040603
40392714,12580477
40392714,7614732
40392714,72664875
40392714,38342335
40392714,2857636
40392714,86066372
40392714,90448279
40392714,90590303
40392714,41999284
40392714,51735257
40392714,31437713
40392714,84013237
40392714,39317553
40392714,48608796
40392714,70369116
40392714,72336818
40392714,54366836
23434538,423585
23434538,35058588
23434538,1218214
23434538,9659580
23434538,2434862
23434538,34325937
23434538,43040603
23434538,7614732
23434538,72664875
23434538,54366836
423585,35058588
423585,1218214
423585,9659580
423585,2434862
423585,34325937
423585,58577036
423585,43040603
423585,12580477
423585,7614732
423585,72664875
423585,2857636
423585,90448279
423585,90590303
423585,41999284
423585,51735257
423585,31437713
423585,84013237
423585,39317553
423585,48608796
423585,72336818
423585,54366836
35058588,1218214
35058588,9659580
35058588,2434862
35058588,34325937
35058588,35726888
35058588,58577036
35058588,43040603
35058588,12580477
35058588,7614732
35058588,72664875
35058588,38342335
35058588,2857636
35058588,86066372
35058588,90448279
35058588,90590303
35058588,41999284
35058588,51735257
35058588,31437713
35058588,84013237
35058588,39317553
35058588,48608796
35058588,70369116
35058588,72336818
35058588,54366836
1218214,9659580
1218214,2434862
1218214,34325937
1218214,35726888
1218214,58577036
1218214,43040603
1218214,12580477
1218214,7614732
1218214,72664875
1218214,38342335
1218214,2857636
1218214,86066372
1218214,90448279
1218214,90590303
1218214,41999284
1218214,51735257
1218214,31437713
1218214,84013237
1218214,39317553
1218214,48608796
1218214,70369116
1218214,72336818
1218214,54366836
9659580,2434862
9659580,34325937
9659580,35726888
9659580,58577036
9659580,43040603
9659580,12580477
9659580,7614732
9659580,72664875
9659580,38342335
9659580,2857636
9659580,86066372
9659580,90448279
9659580,90590303
9659580,41999284
9659580,51735257
9659580,31437713
9659580,84013237
9659580,39317553
9659580,48608796
9659580,70369116
9659580,72336818
9659580,54366836
2434862,34325937
2434862,35726888
2434862,58577036
2434862,43040603
2434862,12580477
2434862,7614732
2434862,72664875
2434862,38342335
2434862,2857636
2434862,86066372
2434862,90448279
2434862,90590303
2434862,41999284
2434862,51735257
2434862,31437713
2434862,84013237
2434862,39317553
2434862,48608796
2434862,70369116
2434862,72336818
2434862,54366836
34325937,35726888
34325937,58577036
34325937,43040603
34325937,12580477
34325937,7614732
34325937,72664875
34325937,38342335
34325937,2857636
34325937,86066372
34325937,90448279
34325937,90590303
34325937,41999284
34325937,51735257
34325937,31437713
34325937,84013237
34325937,39317553
34325937,48608796
34325937,70369116
34325937,72336818
34325937,54366836
35726888,58577036
35726888,43040603
35726888,7614732
35726888,72664875
35726888,38342335
35726888,41999284
35726888,51735257
35726888,31437713
35726888,84013237
35726888,39317553
35726888,48608796
35726888,70369116
35726888,54366836
58577036,43040603
58577036,12580477
58577036,7614732
58577036,72664875
58577036,90590303
58577036,41999284
58577036,51735257
58577036,31437713
58577036,84013237
58577036,39317553
58577036,48608796
58577036,72336818
58577036,54366836
43040603,12580477
43040603,7614732
43040603,72664875
43040603,38342335
43040603,2857636
43040603,86066372
43040603,90448279
43040603,90590303
43040603,41999284
43040603,51735257
43040603,31437713
43040603,84013237
43040603,39317553
43040603,48608796
43040603,70369116
43040603,72336818
43040603,54366836
12580477,7614732
12580477,72664875
12580477,90590303
12580477,31437713
12580477,54366836
7614732,72664875
7614732,38342335
7614732,2857636
7614732,86066372
7614732,90448279
7614732,90590303
7614732,41999284
7614732,51735257
7614732,31437713
7614732,84013237
7614732,39317553
7614732,48608796
7614732,70369116
7614732,72336818
7614732,54366836
72664875,38342335
72664875,2857636
72664875,86066372
72664875,90448279
72664875,90590303
72664875,41999284
72664875,51735257
72664875,31437713
72664875,84013237
72664875,39317553
72664875,48608796
72664875,70369116
72664875,72336818
72664875,54366836
38342335,90590303
38342335,51735257
38342335,31437713
38342335,39317553
38342335,54366836
2857636,31437713
2857636,54366836
86066372,51735257
86066372,39317553
86066372,54366836
90448279,90590303
90448279,72336818
90448279,54366836
90590303,51735257
90590303,31437713
90590303,84013237
90590303,39317553
90590303,48608796
90590303,70369116
90590303,72336818
90590303,54366836
41999284,51735257
41999284,31437713
41999284,84013237
41999284,39317553
41999284,54366836
51735257,31437713
51735257,84013237
51735257,39317553
51735257,48608796
51735257,70369116
51735257,72336818
51735257,54366836
31437713,39317553
31437713,48608796
31437713,70369116
31437713,72336818
31437713,54366836
84013237,39317553
84013237,48608796
84013237,70369116
84013237,72336818
84013237,54366836
39317553,48608796
39317553,70369116
39317553,72336818
39317553,54366836
48608796,70369116
48608796,72336818
48608796,54366836
70369116,72336818
70369116,54366836
72336818,54366836
58984738,23516703
58984738,82732705
58984738,41420027
22499034,23516703
22499034,82732705
22499034,41420027
95004025,23516703
95004025,82732705
95004025,41420027
32181268,23516703
32181268,82732705
32181268,41420027
59750328,23516703
59750328,82732705
73628505,23516703
49430782,23516703
49430782,82732705
49430782,41420027
75425320,23516703
75425320,82732705
75425320,41420027
13035077,23516703
13035077,82732705
13035077,41420027
23516703,35125879
23516703,48716527
23516703,61529473
35125879,82732705
35125879,41420027
48716527,82732705
48716527,41420027
61529473,82732705
61529473,41420027
95440946,60303688
95440946,69680031
95440946,1984618
95440946,67007102
95440946,92379223
95440946,21011044
95440946,85289965
95440946,41373230
95440946,50907446
95440946,94977269
60303688,31434645
60303688,94224458
60303688,68829754
60303688,20612097
60303688,20590515
60303688,93191801
60303688,67007102
60303688,92379223
60303688,56984514
60303688,23002292
60303688,37129797
60303688,85289965
60303688,98506199
60303688,26096328
60303688,56910167
69680031,31434645
69680031,94224458
69680031,68829754
69680031,20612097
69680031,20590515
69680031,93191801
69680031,67007102
69680031,92379223
69680031,56984514
69680031,23002292
69680031,37129797
69680031,2857636
69680031,85289965
69680031,98506199
69680031,26096328
69680031,56910167
14558127,67007102
14558127,92379223
23434538,68829754
23434538,67007102
23434538,92379223
31434645,1984618
31434645,67007102
31434645,92379223
31434645,21011044
31434645,85289965
31434645,41373230
31434645,50907446
31434645,94977269
94224458,1984618
94224458,67007102
94224458,92379223
94224458,21011044
94224458,23002292
94224458,85289965
94224458,98506199
94224458,41373230
94224458,50907446
94224458,94977269
94224458,80532587
68829754,1984618
68829754,67007102
68829754,92379223
68829754,21011044
68829754,85289965
68829754,41373230
68829754,50907446
68829754,94977269
1984618,20612097
1984618,20590515
1984618,93191801
1984618,67007102
1984618,92379223
1984618,56984514
1984618,23002292
1984618,37129797
1984618,2857636
1984618,38342335
1984618,85289965
1984618,98506199
1984618,26096328
1984618,56910167
20612097,67007102
20612097,92379223
20612097,21011044
20612097,85289965
20612097,41373230
20612097,50907446
20612097,94977269
20590515,67007102
20590515,92379223
20590515,21011044
20590515,85289965
20590515,41373230
20590515,50907446
20590515,94977269
93191801,67007102
93191801,92379223
93191801,21011044
93191801,85289965
93191801,41373230
93191801,50907446
93191801,94977269
67007102,92379223
67007102,56984514
67007102,82956214
67007102,21011044
67007102,10045474
67007102,23002292
67007102,37129797
67007102,2857636
67007102,38342335
67007102,85289965
67007102,98506199
67007102,41373230
67007102,50907446
67007102,94977269
67007102,80532587
67007102,26096328
67007102,56910167
92379223,56984514
92379223,82956214
92379223,21011044
92379223,10045474
92379223,23002292
92379223,37129797
92379223,2857636
92379223,38342335
92379223,85289965
92379223,98506199
92379223,41373230
92379223,50907446
92379223,94977269
92379223,80532587
92379223,26096328
92379223,56910167
56984514,21011044
56984514,85289965
56984514,41373230
56984514,50907446
56984514,94977269
21011044,23002292
21011044,37129797
21011044,2857636
21011044,85289965
21011044,98506199
21011044,26096328
21011044,56910167
10045474,37129797
23002292,2857636
23002292,85289965
23002292,41373230
23002292,50907446
23002292,94977269
23002292,26096328
37129797,85289965
37129797,41373230
37129797,50907446
2857636,50907446
85289965,41373230
85289965,50907446
85289965,94977269
85289965,26096328
85289965,56910167
98506199,41373230
98506199,50907446
98506199,94977269
41373230,26096328
41373230,56910167
50907446,26096328
50907446,56910167
94977269,26096328
94977269,56910167
76812113,29587993
76812113,39392286
76812113,90238142
76812113,66386380
76812113,69448290
76812113,97949165
76812113,60954556
76812113,10182251
76812113,34550857
76812113,911883
76812113,8843569
76812113,18144507
76812113,39275698
76812113,45354718
76812113,90219263
76812113,19337371
76812113,87639778
76812113,63261835
76812113,90448279
76812113,85909450
76812113,581014
76812113,8491961
76812113,27240101
76812113,48608796
76812113,72971064
76812113,72330894
76812113,38342335
76812113,2857636
76812113,85696777
76812113,75452921
76812113,83152482
29587993,39392286
29587993,90238142
29587993,66386380
29587993,911883
29587993,8843569
29587993,18144507
29587993,39275698
29587993,90219263
29587993,19337371
29587993,87639778
29587993,63261835
29587993,85909450
29587993,581014
29587993,27240101
29587993,2857636
29587993,85696777
29587993,75452921
39392286,90238142
39392286,66386380
39392286,69448290
39392286,97949165
39392286,60954556
39392286,10182251
39392286,34550857
39392286,911883
39392286,8843569
39392286,18144507
39392286,39275698
39392286,45354718
39392286,90219263
39392286,19337371
39392286,87639778
39392286,63261835
39392286,90448279
39392286,85909450
39392286,581014
39392286,8491961
39392286,27240101
39392286,48608796
39392286,72971064
39392286,72330894
39392286,38342335
39392286,2857636
39392286,85696777
39392286,75452921
39392286,83152482
90238142,66386380
90238142,69448290
90238142,97949165
90238142,60954556
90238142,10182251
90238142,34550857
90238142,911883
90238142,8843569
90238142,18144507
90238142,39275698
90238142,45354718
90238142,90219263
90238142,19337371
90238142,87639778
90238142,63261835
90238142,90448279
90238142,85909450
90238142,581014
90238142,8491961
90238142,27240101
90238142,48608796
90238142,72971064
90238142,72330894
90238142,38342335
90238142,2857636
90238142,85696777
90238142,75452921
90238142,83152482
66386380,69448290
66386380,97949165
66386380,60954556
66386380,10182251
66386380,34550857
66386380,911883
66386380,8843569
66386380,18144507
66386380,39275698
66386380,45354718
66386380,90219263
66386380,19337371
66386380,87639778
66386380,63261835
66386380,90448279
66386380,85909450
66386380,581014
66386380,8491961
66386380,27240101
66386380,48608796
66386380,72971064
66386380,72330894
66386380,38342335
66386380,2857636
66386380,85696777
66386380,75452921
66386380,83152482
69448290,97949165
69448290,60954556
69448290,10182251
69448290,34550857
69448290,911883
69448290,8843569
69448290,18144507
69448290,39275698
69448290,45354718
69448290,90219263
69448290,19337371
69448290,87639778
69448290,63261835
69448290,85909450
69448290,581014
69448290,8491961
69448290,27240101
69448290,48608796
69448290,72971064
69448290,2857636
69448290,85696777
69448290,75452921
97949165,911883
97949165,8843569
97949165,18144507
97949165,39275698
97949165,90219263
97949165,19337371
97949165,63261835
97949165,85909450
97949165,581014
97949165,27240101
97949165,38342335
97949165,2857636
97949165,85696777
97949165,75452921
97949165,83152482
60954556,911883
60954556,8843569
60954556,18144507
60954556,39275698
60954556,90219263
60954556,19337371
60954556,63261835
60954556,85909450
60954556,581014
60954556,27240101
60954556,38342335
60954556,2857636
60954556,85696777
60954556,75452921
60954556,83152482
10182251,911883
10182251,8843569
10182251,18144507
10182251,39275698
10182251,90219263
10182251,19337371
10182251,63261835
10182251,85909450
10182251,581014
10182251,27240101
10182251,38342335
10182251,2857636
10182251,85696777
10182251,75452921
10182251,83152482
34550857,911883
34550857,8843569
34550857,18144507
34550857,39275698
34550857,90219263
34550857,19337371
34550857,63261835
34550857,85909450
34550857,581014
34550857,27240101
34550857,38342335
34550857,2857636
34550857,85696777
34550857,75452921
34550857,83152482
911883,8843569
911883,18144507
911883,39275698
911883,45354718
911883,90219263
911883,19337371
911883,87639778
911883,63261835
911883,90448279
911883,85909450
911883,8491961
911883,27240101
911883,48608796
911883,72971064
911883,72330894
911883,38342335
911883,2857636
911883,85696777
911883,75452921
911883,83152482
8843569,18144507
8843569,39275698
8843569,45354718
8843569,90219263
8843569,19337371
8843569,87639778
8843569,63261835
8843569,90448279
8843569,85909450
8843569,581014
8843569,8491961
8843569,27240101
8843569,48608796
8843569,72971064
8843569,72330894
8843569,38342335
8843569,2857636
8843569,85696777
8843569,75452921
8843569,83152482
18144507,39275698
18144507,45354718
18144507,90219263
18144507,19337371
18144507,87639778
18144507,63261835
18144507,85909450
18144507,581014
18144507,8491961
18144507,27240101
18144507,48608796
18144507,72971064
18144507,72330894
18144507,85696777
39275698,45354718
39275698,90219263
39275698,19337371
39275698,87639778
39275698,63261835
39275698,90448279
39275698,85909450
39275698,581014
39275698,8491961
39275698,27240101
39275698,48608796
39275698,72971064
39275698,72330894
39275698,38342335
39275698,2857636
39275698,85696777
39275698,75452921
39275698,83152482
45354718,90219263
45354718,19337371
45354718,63261835
45354718,85909450
45354718,581014
45354718,27240101
45354718,38342335
45354718,2857636
45354718,85696777
45354718,75452921
45354718,83152482
90219263,19337371
90219263,87639778
90219263,63261835
90219263,90448279
90219263,85909450
90219263,581014
90219263,8491961
90219263,27240101
90219263,48608796
90219263,72971064
90219263,72330894
90219263,38342335
90219263,2857636
90219263,85696777
90219263,75452921
90219263,83152482
19337371,87639778
19337371,63261835
19337371,90448279
19337371,85909450
19337371,581014
19337371,8491961
19337371,27240101
19337371,48608796
19337371,72971064
19337371,72330894
19337371,38342335
19337371,2857636
19337371,85696777
19337371,75452921
19337371,83152482
87639778,63261835
87639778,85909450
87639778,581014
87639778,27240101
87639778,38342335
87639778,2857636
87639778,85696777
87639778,75452921
87639778,83152482
63261835,90448279
63261835,85909450
63261835,581014
63261835,8491961
63261835,27240101
63261835,48608796
63261835,72971064
63261835,72330894
63261835,38342335
63261835,2857636
63261835,85696777
63261835,75452921
63261835,83152482
90448279,85909450
90448279,27240101
90448279,85696777
85909450,581014
85909450,8491961
85909450,27240101
85909450,48608796
85909450,72971064
85909450,72330894
85909450,38342335
85909450,2857636
85909450,85696777
85909450,75452921
85909450,83152482
581014,8491961
581014,27240101
581014,48608796
581014,72971064
581014,72330894
581014,38342335
581014,2857636
581014,85696777
581014,75452921
581014,83152482
8491961,27240101
8491961,38342335
8491961,2857636
8491961,85696777
8491961,75452921
8491961,83152482
27240101,48608796
27240101,72971064
27240101,72330894
27240101,38342335
27240101,2857636
27240101,85696777
27240101,75452921
27240101,83152482
48608796,85696777
48608796,75452921
72971064,38342335
72971064,2857636
72971064,85696777
72971064,75452921
72971064,83152482
72330894,2857636
72330894,85696777
72330894,75452921
38342335,85696777
2857636,85696777
85696777,75452921
85696777,83152482
75452921,83152482
49036338,95245544
49036338,95503687
49036338,40164421
49036338,11110587
49036338,98645731
49036338,25789292
49036338,13758665
49036338,40252269
49036338,87769556
49036338,80666118
49036338,92015800
49036338,45002991
49036338,30674956
71074418,86120751
71074418,95245544
71074418,95503687
71074418,40164421
71074418,11110587
71074418,35726888
71074418,74063034
71074418,98645731
71074418,25789292
71074418,13758665
71074418,40252269
71074418,87769556
71074418,47679935
71074418,75286621
71074418,97300502
71074418,12307878
71074418,80666118
71074418,93854893
71074418,92015800
71074418,38342335
71074418,45002991
71074418,2857636
71074418,30674956
71074418,34755994
21522601,86120751
21522601,95245544
21522601,95503687
21522601,40164421
21522601,11110587
21522601,35726888
21522601,74063034
21522601,98645731
21522601,25789292
21522601,13758665
21522601,40252269
21522601,87769556
21522601,47679935
21522601,75286621
21522601,97300502
21522601,12307878
21522601,80666118
21522601,93854893
21522601,92015800
21522601,38342335
21522601,45002991
21522601,2857636
21522601,30674956
21522601,34755994
84523092,86120751
84523092,95245544
84523092,95503687
84523092,40164421
84523092,11110587
84523092,35726888
84523092,74063034
84523092,98645731
84523092,25789292
84523092,13758665
84523092,40252269
84523092,87769556
84523092,47679935
84523092,75286621
84523092,97300502
84523092,12307878
84523092,80666118
84523092,93854893
84523092,92015800
84523092,38342335
84523092,45002991
84523092,2857636
84523092,30674956
84523092,34755994
21744288,86120751
21744288,95245544
21744288,95503687
21744288,40164421
21744288,11110587
21744288,35726888
21744288,74063034
21744288,98645731
21744288,25789292
21744288,13758665
21744288,40252269
21744288,87769556
21744288,47679935
21744288,75286621
21744288,97300502
21744288,12307878
21744288,80666118
21744288,93854893
21744288,92015800
21744288,38342335
21744288,45002991
21744288,2857636
21744288,30674956
21744288,34755994
86120751,95245544
86120751,40164421
86120751,64756282
86120751,10805153
86120751,11110587
86120751,35726888
86120751,57916305
86120751,58577036
86120751,73594093
86120751,83301414
86120751,98645731
86120751,25789292
86120751,56894757
86120751,70226289
86120751,13758665
86120751,19673561
86120751,40252269
86120751,83289866
86120751,87769556
86120751,94553671
86120751,80666118
86120751,93854893
86120751,92015800
86120751,38342335
86120751,45002991
86120751,2857636
86120751,30674956
95245544,95503687
95245544,40164421
95245544,38814750
95245544,64756282
95245544,97268402
95245544,10805153
95245544,11110587
95245544,35726888
95245544,57916305
95245544,58577036
95245544,73594093
95245544,74063034
95245544,83301414
95245544,98645731
95245544,25789292
95245544,56894757
95245544,70226289
95245544,13758665
95245544,19673561
95245544,40252269
95245544,83289866
